broad_category,level1_subject,level2_subject,specific_subject,volume_index,volume_title,source,paragraph_id,primary_subject,annotation_supported,original_subject,text
人物政事,东平,东平,东平,28,卷十五·诺皋记下,卷十五·诺皋记下-6,V28-P006,东平未用兵,yes,东平,东平未用兵，有举人孟不疑，客昭义。夜至一驿，方欲濯足，有称淄青张评事者，仆从数十，孟欲参谒，张被酒，初不顾，孟因退就西间。张连呼驿吏索煎饼，孟默然窥之，且怒其傲。良久，煎饼熟，孟见一黑物如猪，随盘至灯影而立。如此五六返，张竟不察。孟因恐惧无睡，张寻大鼾。至三更后，孟才交睫，忽见一人皂衣，与张角力，久乃相ㄏ入东偏房中，拳声如杵。一饷间，张被发双袒而出，还寝床上。入五更，张乃唤仆，使张烛巾栉，就孟曰：「某昨醉中，都不知秀才同厅。」因命食，谈笑甚欢，时时小声曰：「昨夜甚惭长者，乞不言也。」孟但唯唯。复曰：「某有程，须早发，秀才可先也。」遂摸靴中，得金一挺，授曰：「薄贶，乞密前事。」孟不敢辞，即为前去。行数日，方听捕杀人贼。孟询诸道路，皆曰淄青张评事至其驿早发，迟明，空鞍失所在。驿吏返至驿寻索，驿西阁中有席角，发之，白骨而已，无泊一蝇肉也。地上滴血无馀，惟一只履在旁。相传此驿旧凶，竟不知何怪。举人祝元膺常言，亲见孟不疑说，每每诫夜食必须发祭也。祝又言，孟素不信释氏，颇能诗，其句云：「白日故乡远，青山佳句中。」后常持念游览，不复应举。
人物政事,东道白,东道白,东道白,33,卷二十·肉攫部,卷二十·肉攫部-29,V33-P029,东道白,no,东道白,东道白，腹背俱白，大者六斤馀，鹰内之最大。生卢龙、和龙以北，不知远近，向涣休、巨黑（一曰里）、章武、合口、光州（一曰川）飞。虽稍软，若值快者，越于前鹰。土黄，所在山谷皆有。生柞栎树上，或大或小。
人物政事,东都,东都,东都,11,卷五·诡习,卷五·诡习-1,V11-P001,大历中,no,大历中,大历中，东都天津桥有乞儿，无两手，以右足夹笔写经乞钱。欲书时，先再三掷笔，高尺馀，未曾失落。书迹官楷，手书不如也。
人物政事,乌耗西,乌耗西,乌耗西,7,卷四·境异,卷四·境异-24,V07-P024,乌耗西,no,乌耗西,乌耗西有悬渡国，山溪不通，引绳而渡，朽索相引二千里。其土人佃于石间，垒石为室，接手而饮，所谓猿饮也。
人物政事,乌蓬,乌蓬,乌蓬,32,卷十九·广动植类之四,卷十九·广动植类之四-53,V32-P053,乌蓬,no,乌蓬,乌蓬，叶如鸟翅，俗呼为仙人花。
人物政事,乌贼,乌贼,乌贼,30,卷十七·广动植之二,卷十七·广动植之二-6,V30-P006,乌贼,no,乌贼,乌贼，旧说名河伯度（一曰从）事小吏，遇大鱼辄放墨，方数尺，以混其身。江东人或取墨书契，以脱人财物，书迹如淡墨，逾年字消，唯空纸耳。海人言，昔秦皇东游，弃算袋于海，化为此鱼，形如算袋，两带极长。一说乌贼有碇，遇风则蚪前一须下碇。舀鱼，凡诸鱼欲产，舀鱼辄舐其腹，世谓之众鱼之生母。
人物政事,二十八宿,二十八宿,二十八宿,6,卷三·贝编,卷三·贝编-17,V06-P017,二十八宿,no,二十八宿,二十八宿：昴（一曰角）为首，一夜行三十（一有「六」字）时，形如剃刀，姓な耶尼，祭用乳，属火。毕形如笠，又属木，祭用鹿肉，祭颇罗堕。觜属日（一无「日」字），月之子，姓毗梨人去耶尼，形如鹿头，祭用果。参属日，夭，姓婆斯，形如妇人，祭用醍醐。井属日，姓同参，形如足迹，祭用粳米和蜜。鬼属木，姓炮波罗毗，形如佛胸，祭同井。柳属蛇，姓祭与参同，形如蛇。星属火，形如河岸，姓宾伽耶尼，祭用乌麻。张属福德天，姓瞿云弥，形、祭如井。翼属林天，姓╂陈如，祭用黑豆，形同上。轸属毗沙梨帝，形如人手，姓迦遮延，祭用莠稗。角属喜乐天，姓质多罗，形如上，祭用花。亢姓迦旃延，祭用绿豆。氏姓多罗尼，以花祭。房属慈天，姓阿蓝婆，形如璎珞，祭用酒肉。心属忉利天，姓迦罗延，形如大麦，祭用粳米。尾属腊师天，姓遮耶尼，形如蝎尾，祭用果根。箕属清净天，姓持义迦，形如牛角。斗姓莫迦逻，形如人拓石，祭如井。牛属梵天，姓梵岚摩，形如牛头，祭如参。女属毗纽天，姓帝利迦遮耶尼，形如心，祭以鸟肉。虚姓同翼，形如鸟，祭用乌豆汁。危姓单罗尼，形如参（一曰心），祭以粳米。室属蛇头天，蝎天之子，姓阎浮都迦，祭用血。璧姓陀难。奎姓阿瑟吒，祭用酪。娄属乾闼婆天，姓阿含婆，形如马头，祭用大麦。胃姓驮伽毗，形如鼎足。亢、虚、参、胃四星，不得入阵。轸宿生人，七步无蛇。角宿生人，好嘲戏。女宿生人，亢、参、危三宿日作事不成。虚角（一有「事」字）胜。一千六百刹那为一迦那，倍六十名横呼律多，倍三十日为一日夜。夜义口烟为慧。
人物政事,二目不同,二目不同,二目不同,24,卷十一·广知,卷十一·广知-12,V24-P012,二目不同,no,二目不同,二目不同，连鳞白，腹下丹字，并杀人。鳖目白，腹下五（一曰丹）字、卜（一曰十）字者不可食。蟹腹下有毛，杀人。蛇以桑柴烧之，则见足出。兽歧尾，鹿斑如豹，羊心有窍，悉害人。马夜眼，五月以后食之，杀人。犬悬蹄肉有毒。白马鞍下肉食之，伤人五藏。乌自死，目不闭。鸭目白，乌四距，卵有八字，并杀人。凡飞鸟投人家井中，必有物，当拔而放之。水脉不可断，井水沸不可饮，酒浆无影者不可饮。蝮与青蛙，蛇中最毒。蛇怒时，毒在头尾。凡冢井闭气，秋夏中之杀人。先以鸡毛投之，毛直下无毒，乃舞而下不可犯。当以醋数斗浇之，方可入矣。颇梨，千岁冰所化也。琉璃、马脑先以自然灰煮之令软，可以雕刻。自然灰生南海。马脑，鬼血所化也。《玄中记》言：「枫脂入地为琥珀。」《世说》曰：「桃渖入地所化也。」《淮南子》云：「兔丝，琥珀苗也。」
人物政事,云安井,云安井,云安井,12,卷五·怪术,卷五·怪术-16,V12-P016,云安井,no,云安井,云安井，自大江沂别派，凡三十里。近井十五里，澄清如镜，舟楫无虞。近江十五里，皆滩石险恶，难于沿溯。天师翟乾，念商旅之劳，于汉城山上结坛考召，追命群龙。凡一十四处，皆化为老人应召而止。乾谕以滩波之险，害物劳人，使皆平之。一夕之间，风雷震击，一十四里尽为平潭矣。惟一滩仍旧，龙亦不至。乾复严敕神吏追之。又三日，有一女子至焉。因责其不伏应召之意，女子曰：「某所以不来者，欲助天师广济物之功耳。且富商大贾，力皆有馀，而佣力负运者，力皆不足。云安之贫民，自江口负财货至近井潭，以给衣食者众矣。今若轻舟利涉，平江无虞，即邑之贫民无佣负之所，绝衣食之路，所困者多矣。余宁险滩波以赡佣负，不可利舟楫以安富商。所以不至者，理在此也。」乾善其言，因使诸龙皆复其故，风雷顷刻而长滩如旧。天宝中，诏赴上京，恩遇隆厚。岁馀，还故山，寻得道而去。
人物政事,五木,五木,五木,6,卷三·贝编,卷三·贝编-6,V06-P006,五木,no,五木,又五木，一近莲池花不开（一无「不」字），二近林蜂（一曰绛）离树，三听天女歌而出离，四近树花萎，五殿不行空。
人物政事,井,井,井,23,卷十·物异,卷十·物异-31,V23-P031,井,no,井,井，石阳县有井，水半青半黄。黄者如灰汁，取作粥饮，悉作金色，气甚芬馥。
人物政事,井鱼,井鱼,井鱼,30,卷十七·广动植之二,卷十七·广动植之二-2,V30-P002,井鱼,yes,井鱼,井鱼，井鱼脑有穴，每翕水辄于脑穴蹙出，如飞泉散落海中，舟人竟以空器贮之。海水咸苦，经鱼脑穴出反淡，如泉水焉。成式见焚僧菩提胜说。
人物政事,交趾,交趾,交趾,1,卷一·忠志,卷一·忠志-16,V01-P016,未判定,no,交趾,天宝末，交趾贡龙脑，如蝉蚕形。波斯言老龙脑树节方有，禁中呼为瑞龙脑。上唯赐贵妃十枚，香气彻十馀步。上夏日尝与亲王棋，令贺怀智独弹琵琶，贵妃立于局前观之。上数子将输，贵妃放康国猧子于坐侧，猧子乃上局，局子乱，上大悦。时风吹贵妃领巾于贺怀智巾上，良久，回身方落。贺怀智归，觉满身香气非常，乃卸幞头贮于锦囊中。及二皇复宫阙，追思贵妃不已，怀智乃进所贮幞头，具奏它日事。上皇发囊，泣曰：「此瑞龙脑香也。」
人物政事,交趾,交趾,交趾,31,卷十八·广动植之三,卷十八·广动植之三-43,V31-P043,交趾近,no,交趾,交趾近出贝多枝，弹材中第一。
人物政事,交趾近,交趾近,交趾近,31,卷十八·广动植之三,卷十八·广动植之三-43,V31-P043,交趾近,no,交趾近,交趾近出贝多枝，弹材中第一。
人物政事,京宣平坊,京宣平坊,京宣平坊,28,卷十五·诺皋记下,卷十五·诺皋记下-21,V28-P021,京宣平坊,no,京宣平坊,京宣平坊，有官人夜归入曲，有卖油者张帽驱驴，驮桶不避，导者搏之，头随而落，遂遽入一大宅门。官人异之，随入，至大槐树下遂灭。因告其家，即掘之。深数尺，其树根枯，下有大虾蟆如叠，挟二笔金沓，树溜津满其中也。及巨白菌如殿门浮沤钉，其盖已落。虾蟆即驴矣，笔金沓乃油桶也，菌即其人也。里有沽其油者，月馀，怪其油好而贱。及怪露，食者悉病呕泄。
人物政事,人参处处,人参处处,人参处处,29,卷十六·广动植之一,卷十六·广动植之一-4,V29-P004,人参处处,no,人参处处,人参处处生，兰长生为瑞。有实曰果。又在木曰果。小麦忌戌，大麦忌子。荠、葶苈、菥莫为三叶，孟夏煞之。乌头壳外有毛，石劫应节生花。木再花，夏有雹。李再花，秋大霜。木无故丛生，枝尽向下，又生及一尺至一丈自死，皆凶。邑中终岁无鸟，有寇。郡中忽无鸟者，日乌亡。鸡无故自飞去，家有蛊。鸡日中不下树，妻妾奸谋。见蛇交，三年死。蛇冬见寝室，主兵急。人夜卧无故失髻者，鼠妖也。屋柱木无故生芝者，白为丧，赤为血，黑为贼，黄为喜。其形如人面者亡财，如牛马者远役，如龟蛇者田蚕耗。德及幽隐，则比目鱼至（一曰生）。妾媵有制，则白燕来巢。山上有葱，下有银。山上有薤，下有金。山上有姜，下有铜锡。山有宝玉，木旁枝皆下垂。
人物政事,人木,人木,人木,23,卷十·物异,卷十·物异-62,V23-P062,人木,yes,人木,人木，大食西南二千里有国，山谷间树枝上化生人首，如花，不解语。人借问，笑而已，频笑辄落。
人物政事,人腊,人腊,人腊,23,卷十·物异,卷十·物异-81,V23-P081,人腊,yes,人腊,人腊，李章武有人腊，长三寸馀，头项肋成就，云是憔侥国人。
人物政事,人足,人足,人足,23,卷十·物异,卷十·物异-77,V23-P077,人足,no,人足,人足，处士元固言，贞元初，尝与道侣游华山，谷中见一人股，袜履犹新，断如膝头，初无疮迹。
人物政事,仙人条,仙人条,仙人条,32,卷十九·广动植类之四,卷十九·广动植类之四-22,V32-P022,仙人条,yes,仙人条,仙人条，出衡岳。无根蒂，生石上，状如同心带，三股，色绿，亦不常有。
人物政事,仙人枣,仙人枣,仙人枣,31,卷十八·广动植之三,卷十八·广动植之三-20,V31-P020,仙人枣,no,仙人枣,仙人枣，晋时大仓南有翟泉，泉西有华林园，园有仙人枣，长五寸，核细如针。
人物政事,仙树,仙树,仙树,31,卷十八·广动植之三,卷十八·广动植之三-26,V31-P026,仙树,yes,仙树,仙树，祁连山上有仙树实，行旅得之止饥渴。一名四味木。其实如枣，以竹刀剖则甘，铁刀剖则苦，木刀剖则酸，芦刀剖则辛。
人物政事,仙桃,仙桃,仙桃,31,卷十八·广动植之三,卷十八·广动植之三-23,V31-P023,仙桃,no,仙桃,仙桃，出郴州苏耽仙坛。有人至，心祈之辄落坛上，或至五六颗。形似石块，赤黄色，破之，如有核三重。研饮之，愈众疾，尤治邪气。
人物政事,仙药,仙药,仙药,4,卷二·玉格,卷二·玉格-12,V04-P012,仙药,no,仙药,仙药：钟山白胶、阆风石脑、黑河蔡瑚、太微紫麻、太极井泉、夜津日草、青津碧荻、圆丘紫柰、白水灵蛤、八天赤薤、高丘馀粮、沧浪青钱、三十六芝、龙胎醴、九鼎鱼、火枣交梨、凤林鸣醅、中央紫蜜、崩岳电柳、玄郭绮葱、夜牛伏骨、神吾黄藻、炎山夜日、玄霜绛雪、环刚树子、赤树白子、徊水玉精、白琅霜、紫酱、（一曰浆）月醴、虹丹、鸿丹。
人物政事,代都赤者,代都赤者,代都赤者,33,卷二十·肉攫部,卷二十·肉攫部-26,V33-P026,代都赤者,no,代都赤者,代都赤者，紫背黑须，白睛白毛。三斤半已上、四斤已下便兔，生代川赤岩里，向虚丘、中山、白间飞。
人物政事,伊尹干汤,伊尹干汤,伊尹干汤,16,卷七·酒食,卷七·酒食-7,V16-P007,伊尹干汤,no,伊尹干汤,伊尹干汤，言天子可具三群之虫，谓水居者腥，肉ㄑ者臊，草食者膻也。
人物政事,伍相奴,伍相奴,伍相奴,28,卷十五·诺皋记下,卷十五·诺皋记下-14,V28-P014,伍相奴,no,伍相奴,伍相奴，或扰人，许于伍相庙多已。旧说一姓姚，二姓王，三姓汪。昔值洪水，食都树皮，饿死，化为鸟都，皮骨为猪都，妇女为人都。鸟（一曰乌）都左腋下有镜印，阔二寸一分，右脚无大指，右手无三指，左耳缺，右目盲。在树根居者名猪都，在树半可攀及者名人都，在树尾者名鸟都。其禁有打土垄法、山鹊法。其掌诀，右手第二指上节边禁山都眼，左手目标其喉。南中多食其巢，味如木艺。窠表可为履さ，治脚气。
